Upload your Image,Brightness,Watermark Text,Watermark Color,Watermark Position,Choose Filters to Apply,Filter Preset (Pre-Styled),Watermark Font Size,Watermark Font Style,Upload Your Own .ttf Font (Optional),Edited Image,timestamp
.gradio/flagged/Upload your Image/c487c94dfb78361ab784/_ 4.jpeg,1,Lahore,"rgba(139.825, 89.53706140350876, 89.53706140350876, 1)",Top-Center,"[""Sharpen""]",None,70,Arial,".gradio/flagged/Upload Your Own .ttf Font (Optional)/66814ad6657f352d7ad9/BitcountPropSingle-VariableFont_CRSV,ELSH,ELXP,slnt,wght.ttf",.gradio/flagged/Edited Image/0253ba39673e76182ab6/image.webp,2025-07-20 13:02:25.489731
