Upload your Image,Brightness,Watermark Text,Watermark Color,Edited Image,timestamp
.gradio/flagged/Upload your Image/c444680346811b39dda0/.jpeg,1.25,Isha,"rgba(219.5125, 189.66650219298245, 218.11139147930504, 1)",,2025-07-18 22:21:24.013713
